# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
proteus_vim_ac082	cds	10303	10650	-	CJHFKP_00055	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	GO:0005886, GO:0022857, GO:0042221, NCBIProtein:WP_000679427.1, RefSeq:WP_000679427.1, SO:0001217, UniParc:UPI0000000BEC, UniRef:UniRef100_P0AA22, UniRef:UniRef50_P0AA22, UniRef:UniRef90_P0AA22
proteus_vim_ac082	cds	10814	11629	-	CJHFKP_00060	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	EC:2.7.7.47, GO:0005524, GO:0009012, GO:0046677, GO:0070566, NCBIProtein:WP_001209508.1, SO:0001217, UniParc:UPI00044D39F6, UniRef:UniRef100_A0A0A0R7A3, UniRef:UniRef50_P0AG05, UniRef:UniRef90_P0AG05
proteus_vim_ac082	cds	11622	12422	-	CJHFKP_00065	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	EC:3.5.2.6, GO:0008658, GO:0008800, GO:0017001, GO:0046677, NCBIProtein:WP_000846390.1, RefSeq:WP_000846390.1, SO:0001217, UniParc:UPI00000009A2, UniRef:UniRef100_P14489, UniRef:UniRef50_P14489, UniRef:UniRef90_P14489
proteus_vim_ac082	cds	12687	13946	-	CJHFKP_00070	cmlA5	chloramphenicol efflux MFS transporter CmlA5	COG:COG2814, COG:G, GO:0005886, GO:0042910, GO:0046677, GO:1990961, NCBIProtein:WP_012300772.1, RefSeq:WP_012300772.1, SO:0001217, UniParc:UPI00000B5E4F, UniRef:UniRef100_A0A0V9LFE6, UniRef:UniRef50_P32482, UniRef:UniRef90_P32482
proteus_vim_ac082	sorf	14045	14074	-	CJHFKP_00075	cmlA1	CmlA1 leader peptide	SO:0001217, UniParc:UPI00000B722B, UniRef:UniRef100_A0A0K2B799
proteus_vim_ac082	cds	14267	14719	-	CJHFKP_00080	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	NCBIProtein:WP_000237816.1, RefSeq:WP_000237816.1, SO:0001217, UniParc:UPI00000B89C7, UniRef:UniRef100_A0A8F3EUD1, UniRef:UniRef50_A0A5P1MSY4, UniRef:UniRef90_A0A5P1MSY4
proteus_vim_ac082	cds	14804	15337	-	CJHFKP_00085	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	EC:2.7.7.46, GO:0008871, GO:0046677, GO:0046872, NCBIProtein:WP_000381802.1, RefSeq:WP_000381802.1, SO:0001217, UniParc:UPI000000029A, UniRef:UniRef100_P0AE04, UniRef:UniRef50_P0AE04, UniRef:UniRef90_P0AE04
proteus_vim_ac082	cds	15482	16381	-	CJHFKP_00090	blaVEB-1	extended-spectrum class A beta-lactamase VEB-1	EC:3.5.2.6, KEGG:K19097, NCBIProtein:WP_000706731.1, RefSeq:WP_000706731.1, SO:0001217, UniParc:UPI00000B568C, UniRef:UniRef100_Q7BVU7, UniRef:UniRef50_Q7BVU7, UniRef:UniRef90_Q7BVU7
proteus_vim_ac082	ncRNA	16496	16564	-	CJHFKP_00095	RNA-OUT	RNA-OUT	RFAM:RF00240, SO:0000655
proteus_vim_ac082	cds	16557	17765	+	CJHFKP_00100	tnp	IS4-like element IS10A family transposase	BlastRules:WP_001206290, RefSeq:WP_001206290.1, SO:0001217, UniParc:UPI00000BB23F, UniRef:UniRef100_A0A0A0QX61, UniRef:UniRef50_Q53371, UniRef:UniRef90_A0A6C0VTA8
proteus_vim_ac082	cds	17775	18263	-	CJHFKP_00105		TonB-dependent receptor	RefSeq:WP_020833808.1, SO:0001217, UniParc:UPI0003592238, UniRef:UniRef100_A0A377MSY1, UniRef:UniRef50_A0A064E4Z1, UniRef:UniRef90_A0A377MSY1
proteus_vim_ac082	cds	18310	18711	-	CJHFKP_00110		Zn-Tnp-IS91 domain-containing protein	RefSeq:WP_001387387.1, SO:0001217, UniParc:UPI000011E3C8, UniRef:UniRef100_A0A161ILM9, UniRef:UniRef50_A0A6D1P739, UniRef:UniRef90_A0A756EIV8
proteus_vim_ac082	cds	18861	19721	-	CJHFKP_00115	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, NCBIProtein:WP_000027057.1, RefSeq:WP_000027057.1, SO:0001217, UniParc:UPI00000000E4, UniRef:UniRef100_P62593, UniRef:UniRef50_P62593, UniRef:UniRef90_P62593
proteus_vim_ac082	cds	19904	20239	-	CJHFKP_00120		recombinase family protein	SO:0001217, UniRef:UniRef50_A0A0B1R8D0, UniRef:UniRef90_UPI001FFFC881
proteus_vim_ac082	cds	20298	21002	+	CJHFKP_00125	tnp	IS6 family IS15DIV transposase	COG:COG3316, COG:X, IS:IS15DIV, RefSeq:WP_001067855.1, SO:0001217, UniParc:UPI0000003DD8, UniRef:UniRef100_A0A6H1PZP7, UniRef:UniRef50_A0A0J3XVZ3, UniRef:UniRef90_A0A0J3XVZ3
proteus_vim_ac082	cds	20948	21307	-	CJHFKP_00130		recombinase family protein	SO:0001217, UniRef:UniRef50_A0A7R6ZCN0, UniRef:UniRef90_UPI001E2B273A
proteus_vim_ac082	cds	21433	21933	-	CJHFKP_00135	eAL	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	COG:COG2200, COG:T, RefSeq:WP_015056581.1, SO:0001217, UniParc:UPI00005F12E9, UniRef:UniRef100_A0A075MCF7, UniRef:UniRef50_A0A5I7FUV6, UniRef:UniRef90_C7S9T2
proteus_vim_ac082	cds	21986	22999	-	CJHFKP_00140	intI1	class 1 integron integrase IntI1	BlastRules:WP_000845054, COG:COG4974, COG:L, GO:0003677, GO:0006310, GO:0015074, GO:0044826, GO:0046718, GO:0075713, RefSeq:WP_000845054.1, SO:0001217, UniParc:UPI0000003DF9, UniRef:UniRef100_Q48337, UniRef:UniRef50_P62590, UniRef:UniRef90_P62590
proteus_vim_ac082	ncRNA-region	23092	23158	+			putative aminoglycoside riboswitch / attI site	RFAM:RF02912, SO:0000035
proteus_vim_ac082	cds	23169	23969	+	CJHFKP_00145	blaVIM-78	subclass B1 metallo-beta-lactamase VIM-78	EC:3.5.2.6, KEGG:K18781, NCBIProtein:WP_142836723.1, RefSeq:WP_142836723.1, SO:0001217, UniParc:UPI00115D083D, UniRef:UniRef100_UPI00115D083D, UniRef:UniRef50_I6ZVA9, UniRef:UniRef90_I6ZVA9
proteus_vim_ac082	cds	24161	24508	+	CJHFKP_00150	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	GO:0005886, GO:0022857, GO:0042221, NCBIProtein:WP_000679427.1, RefSeq:WP_000679427.1, SO:0001217, UniParc:UPI0000000BEC, UniRef:UniRef100_P0AA22, UniRef:UniRef50_P0AA22, UniRef:UniRef90_P0AA22
proteus_vim_ac082	cds	24502	25341	+	CJHFKP_00155	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	COG:COG0294, COG:H, EC:2.5.1.15, GO:0004156, GO:0046654, GO:0046656, GO:0046872, KEGG:K18974, NCBIProtein:WP_000259031.1, RefSeq:WP_000259031.1, SO:0001217, UniParc:UPI000000029B, UniRef:UniRef100_P0C002, UniRef:UniRef50_P0C002, UniRef:UniRef90_P0C002
proteus_vim_ac082	cds	25746	27287	+	CJHFKP_00160	rPS27A	IS91 family transposase	COG:COG2051, COG:J, RefSeq:WP_000050481.1, SO:0001217, UniParc:UPI0000001028, UniRef:UniRef100_A0A154CBX8, UniRef:UniRef50_C4NUT8, UniRef:UniRef90_W8CTS8
proteus_vim_ac082	cds	27551	28207	+	CJHFKP_00165	qnrA1	quinolone resistance pentapeptide repeat protein QnrA1	COG:COG1357, COG:S, NCBIProtein:WP_012579084.1, RefSeq:WP_012579084.1, SO:0001217, UniParc:UPI00000B371A, UniRef:UniRef100_Q83U40, UniRef:UniRef50_Q87K03, UniRef:UniRef90_Q83U40
proteus_vim_ac082	cds	28393	29268	+	CJHFKP_00170	ampR	LysR family transcriptional regulator AmpR	BlastRules:WP_003839466, BlastRules:WP_004236384, BlastRules:WP_006816750, BlastRules:WP_008106104, BlastRules:WP_012440261, BlastRules:WP_015368072, COG:COG0583, COG:K, KEGG:K17850, RefSeq:WP_004193231.1, SO:0001217, UniParc:UPI00001921DC, UniRef:UniRef100_Q83TX2, UniRef:UniRef50_P24734, UniRef:UniRef90_Q83TX2
proteus_vim_ac082	cds	29272	29754	-	CJHFKP_00175	hypA	hydrogenase maturation nickel metallochaperone HypA	SO:0001217, UniParc:UPI000328A861, UniRef:UniRef100_A0A0U3J261, UniRef:UniRef50_P0A703, UniRef:UniRef90_A0A0U3J261
proteus_vim_ac082	cds	29859	30698	+	CJHFKP_00180	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	COG:COG0294, COG:H, EC:2.5.1.15, GO:0004156, GO:0046654, GO:0046656, GO:0046872, KEGG:K18974, NCBIProtein:WP_000259031.1, RefSeq:WP_000259031.1, SO:0001217, UniParc:UPI000000029B, UniRef:UniRef100_P0C002, UniRef:UniRef50_P0C002, UniRef:UniRef90_P0C002
proteus_vim_ac082	cds	30826	31326	+	CJHFKP_00185	yhbS	putative N-acetyltransferase YhbS	COG:COG3153, COG:R, SO:0001217, UniRef:UniRef50_A0A899NBB6, UniRef:UniRef90_A0A1L2ZNQ8
proteus_vim_ac082	cds	31295	32287	-	CJHFKP_00190		Transposase	RefSeq:WP_001381192.1, SO:0001217, UniParc:UPI000049F142, UniRef:UniRef100_A0A0B1M6S0, UniRef:UniRef50_A0A899NCE5, UniRef:UniRef90_A0A2H4UF75
proteus_vim_ac082	cds	32290	33969	-	CJHFKP_00195	tniA	TniA protein	RefSeq:WP_000179844.1, SO:0001217, UniParc:UPI00000B5147, UniRef:UniRef100_A0A075MF25, UniRef:UniRef50_K1JAR7, UniRef:UniRef90_V7Z7B8
proteus_vim_ac082	cds	35028	36164	-	CJHFKP_00200	tnp	IS1182 family transposase	SO:0001217, UniParc:UPI00061A43CA, UniRef:UniRef100_A0A2Z5VKG7, UniRef:UniRef50_A0A2Z6AHE1, UniRef:UniRef90_A0A2N3H1R4
proteus_vim_ac082	cds	36514	37671	-	CJHFKP_00205		NOV-C domain-containing protein	RefSeq:WP_001330847.1, SO:0001217, UniParc:UPI0001FB4526, UniRef:UniRef100_A0A6F8QKQ8, UniRef:UniRef50_A0A0V9MWK7, UniRef:UniRef90_A0A0V9MWK7
proteus_vim_ac082	cds	37701	37946	-	CJHFKP_00210		Ammonium-transp domain-containing protein	SO:0001217, UniParc:UPI0001FB4525, UniRef:UniRef100_A0A0K2YSX9, UniRef:UniRef50_A0A0K2YSX9, UniRef:UniRef90_A0A0K2YSX9
proteus_vim_ac082	tRNA	38461	38531	+	CJHFKP_00215	trnT	(pseudo) tRNA-Thr(tgt)	SO:0000270
proteus_vim_ac082	cds	38625	39167	-	CJHFKP_00220		Tunicamycin resistance protein	RefSeq:WP_000587837.1, SO:0001217, UniParc:UPI00000BFEB6, UniRef:UniRef100_F1CNI2, UniRef:UniRef50_A0A0T6YC18, UniRef:UniRef90_M5JSY0
proteus_vim_ac082	cds	39180	40040	-	CJHFKP_00225	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	BlastRules:WP_063840265, NCBIProtein:WP_000557454.1, RefSeq:WP_000557454.1, SO:0001217, UniParc:UPI00000BFEB7, UniRef:UniRef100_A7LI78, UniRef:UniRef90_P0A256
proteus_vim_ac082	ncRNA	40121	40190	-	CJHFKP_00230	RNA-OUT	RNA-OUT	RFAM:RF00240, SO:0000655
proteus_vim_ac082	cds	40183	41151	+	CJHFKP_00235	tnp	IS4 family IS10R transposase	SO:0001217, UniParc:UPI000BB4BEE4, UniRef:UniRef100_A0A0B5EEU6, UniRef:UniRef50_Q53371, UniRef:UniRef90_Q53371
proteus_vim_ac082	cds	41151	41315	+	CJHFKP_00240	rfaY	Lipopolysaccharide core heptose(II) kinase RfaY	SO:0001217, UniParc:UPI0002A85E5B, UniRef:UniRef100_A0A2H4WWK9, UniRef:UniRef50_A0A2X2BIG4, UniRef:UniRef90_A0A2H4WWK9
proteus_vim_ac082	ncRNA	41193	41262	-	CJHFKP_00245	RNA-OUT	RNA-OUT	RFAM:RF00240, SO:0000655
proteus_vim_ac082	cds	41255	42463	+	CJHFKP_00250	tnp	IS4 family IS10R transposase	IS:IS10R, SO:0001217, UniRef:UniRef50_Q53371, UniRef:UniRef90_Q53371
proteus_vim_ac082	cds	42525	43001	-	CJHFKP_00255		Resolvase	RefSeq:WP_028697649.1, SO:0001217, UniParc:UPI00048CB0E7, UniRef:UniRef100_A0A372HYS7, UniRef:UniRef50_A0A0P9ZY56, UniRef:UniRef90_Q936T4
proteus_vim_ac082	cds	43108	43944	-	CJHFKP_00260	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	COG:COG3570, COG:V, NCBIProtein:WP_000480968.1, RefSeq:WP_000480968.1, SO:0001217, UniParc:UPI0000061CB7, UniRef:UniRef100_Q7ATJ6, UniRef:UniRef50_A0A250MFS9, UniRef:UniRef90_C5IWK8
proteus_vim_ac082	cds	43944	44747	-	CJHFKP_00265	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	COG:COG3231, COG:J, NCBIProtein:WP_001082319.1, SO:0001217, UniRef:UniRef50_Q8GJ11, UniRef:UniRef90_Q8GJ11
proteus_vim_ac082	cds	44808	45623	-	CJHFKP_00270	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	COG:COG0294, COG:H, NCBIProtein:WP_001043265.1, RefSeq:WP_001043265.1, SO:0001217, UniParc:UPI00000D1397, UniRef:UniRef100_B7JCH4, UniRef:UniRef50_B7JCH4, UniRef:UniRef90_B7JCH4
proteus_vim_ac082	cds	45931	46782	-	CJHFKP_00275		Replication protein C	RefSeq:WP_000240536.1, SO:0001217, UniParc:UPI00000D1396, UniRef:UniRef100_A0A2T3UTQ2, UniRef:UniRef50_A0A839P9M8, UniRef:UniRef90_A0A3G2CAJ7
proteus_vim_ac082	cds	46769	47476	-	CJHFKP_00280	repA	Regulatory protein RepA	GO:0005524, GO:0006276, RefSeq:WP_000880559.1, SO:0001217, UniParc:UPI00005051F7, UniRef:UniRef100_P20356, UniRef:UniRef50_P20356, UniRef:UniRef90_P20356
proteus_vim_ac082	cds	47538	48242	-	CJHFKP_00285	tnp	IS6 family IS15DIV transposase	COG:COG3316, COG:X, IS:IS15DIV, RefSeq:WP_001067855.1, SO:0001217, UniParc:UPI0000003DD8, UniRef:UniRef100_A0A6H1PZP7, UniRef:UniRef50_A0A0J3XVZ3, UniRef:UniRef90_A0A0J3XVZ3
proteus_vim_ac082	cds	48393	49208	+	CJHFKP_00290	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	NCBIProtein:WP_000018329.1, RefSeq:WP_000018329.1, SO:0001217, UniParc:UPI0000000444, UniRef:UniRef100_Q79DX9, UniRef:UniRef50_Q79DX9, UniRef:UniRef90_Q79DX9
proteus_vim_ac082	cds	49398	50102	-	CJHFKP_00295	tnp	IS6 family IS15DIV transposase	COG:COG3316, COG:X, IS:IS15DIV, RefSeq:WP_001067855.1, SO:0001217, UniParc:UPI0000003DD8, UniRef:UniRef100_A0A6H1PZP7, UniRef:UniRef50_A0A0J3XVZ3, UniRef:UniRef90_A0A0J3XVZ3
proteus_vim_ac082	cds	50161	50496	+	CJHFKP_00300		recombinase family protein	SO:0001217, UniRef:UniRef50_A0A0B1R8D0, UniRef:UniRef90_UPI001FFFC881
proteus_vim_ac082	cds	50679	51539	+	CJHFKP_00305	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, NCBIProtein:WP_000027057.1, RefSeq:WP_000027057.1, SO:0001217, UniParc:UPI00000000E4, UniRef:UniRef100_P62593, UniRef:UniRef50_P62593, UniRef:UniRef90_P62593
